"","mu","sigma","nu","tau","x","X3","X10","X25","X50","X75","X90","X97"
"1",10.4754495518763,0.179772626736983,-0.283944849487993,56.096368260129,8,7.53697736173864,8.35861273638365,9.29109022519175,10.4754495518763,11.8608705855717,13.3330111079082,15.062757791331
"2",10.5342305519009,0.17930500683706,-0.280981858613513,59.6722792235377,8.25252525252525,7.58723237003871,8.41098973277783,9.34632606821816,10.5342305519009,11.9226431636805,13.3955694379795,15.1220595490551
"3",10.5933386816775,0.178838603227705,-0.278018867654777,63.4761396898944,8.5050505050505,7.63762400029515,8.46360138950474,9.40185457847545,10.5933386816775,11.9847872942365,13.4586189139604,15.1821726547447
"4",10.6527730225482,0.178373412675476,-0.275055876527531,67.5224804961187,8.75757575757576,7.68816109613841,8.51645130673317,9.4576764330179,10.6527730225482,12.0472997627848,13.5221492230903,15.2430661021216
"5",10.7125326035991,0.177909431955892,-0.272092885147518,71.8267587599234,9.01010101010101,7.73885189546827,8.56954279689284,9.51379218312677,10.7125326035991,12.1101774188019,13.5861505598952,15.3047108622906
"6",10.7725986161526,0.177446657866111,-0.269129893436292,76.4054169263347,9.26262626262626,7.78969120774302,8.62286466380537,9.57018645856477,10.7725986161526,12.1733970700545,13.6505910498347,15.3670543535493
"7",10.8328883352716,0.176985087257061,-0.266166901336018,81.2759455780626,9.51515151515152,7.84062703786328,8.6763542683427,9.62678699852089,10.8328883352716,12.236863463734,13.7153584696518,15.4299548543329
"8",10.8933030115285,0.176524716997895,-0.263203908793431,86.456950250093,9.76767676767677,7.89159510418861,8.72993577171139,9.68350714041475,10.8933030115285,12.3004634933077,13.7803211326603,15.493250144153
"9",10.9537416879364,0.176065543965918,-0.260240915755258,91.9682225033397,10.020202020202,7.94252884501906,8.78353119451159,9.74025808975762,10.9537416879364,12.3640818188395,13.8453453935143,15.5567771360183
"10",11.0140919042949,0.17560756504288,-0.257277922146829,97.830815528811,10.2727272727273,7.99335270373192,8.83705297005453,9.79694065432154,11.0140919042949,12.4275903736855,13.9102838777966,15.6203585686284
"11",11.0742093468185,0.175150777107089,-0.254314927826064,104.067124571089,10.5252525252525,8.04396734598895,8.8903875960831,9.85342712672113,11.0742093468185,12.4908254260197,13.9749498208353,15.6837741643432
"12",11.1339408546365,0.174695177042829,-0.251351932637631,110.700972478889,10.7777777777778,8.0942663196321,8.94341405694921,9.90958172291853,11.1339408546365,12.5536135760657,14.0391462005335,15.7467933502954
"13",11.1931301469894,0.174240761742636,-0.248388936426173,117.757700708982,11.030303030303,8.14414022817723,8.99600842157525,9.96526567449778,11.1931301469894,12.6157782204046,14.1026729594293,15.8091833064543
"14",11.2516130780269,0.173787528107707,-0.24542593901186,125.264266130924,11.2828282828283,8.19347329715651,9.04804003465517,10.0203330035516,11.2516130780269,12.6771342033472,14.1653210101794,15.8707021845915
"15",11.3092088732876,0.173335473048664,-0.242462940146271,133.249344002398,11.5353535353535,8.24213699257015,9.09936446110866,10.074622710069,11.3092088732876,12.7374779544094,14.2268612159641,15.9310867280757
"16",11.3657311674343,0.172884593484505,-0.239499939569058,141.743437509827,11.7878787878788,8.2899980496626,9.14983234759022,10.127968590168,11.3657311674343,12.7965999410779,14.2870583134639,15.9900678508962
"17",11.4209905472359,0.172434886342307,-0.236536937019802,150.778994291358,12.040404040404,8.33692033860347,9.19929147040847,10.1802014998397,11.4209905472359,12.8542875343126,14.345674102765,16.0473741642746
"18",11.4748191603378,0.171986348534134,-0.233573932211845,160.390530387883,12.2929292929293,8.38278285738251,9.24760657249886,10.2311712969068,11.4748191603378,12.9103526943879,14.4024983196115,16.1027664467746
"19",11.527108344686,0.171538976922746,-0.230610924792969,170.614762095649,12.5454545454545,8.42750732607859,9.29468976206297,10.2807804339314,11.527108344686,12.9646742436966,14.4573957022726,16.1560901128668
"20",11.57775794661,0.171092768370984,-0.227647914400888,181.490746222937,12.7979797979798,8.4710212883094,9.34045975862547,10.3289388223293,11.57775794661,13.0171407633303,14.5102421772479,16.2072036877253
"21",11.6266672889185,0.170647719751053,-0.224684900673561,193.060029287924,13.0505050505051,8.51325153489807,9.38483462680877,10.375555785565,11.6266672889185,13.0676404212531,14.5609134924936,16.2559660546302
"22",11.6737674077739,0.170203828024694,-0.221721883301268,205.366806227148,13.3030303030303,8.55414773539198,9.42775781448018,10.4205688362337,11.6737674077739,13.1160971901219,14.6093255497498,16.3022814334118
"23",11.7190616795627,0.169761090341069,-0.218758862091016,218.458089220837,13.5555555555556,8.5937123261064,9.46923105035577,10.4639799935172,11.7190616795627,13.1625164150677,14.6554850566694,16.3461557455429
"24",11.7625645500044,0.169319503879737,-0.215795836865607,232.383887280928,13.8080808080808,8.63195575265274,9.50926496649922,10.5058011528774,11.7625645500044,13.2069158779085,14.6994126218348,16.3876106204192
"25",11.8042918387758,0.168879065826191,-0.212832807447843,247.197397286745,14.0606060606061,8.6688893848098,9.54787128154599,10.5460454389342,11.8042918387758,13.2493148928176,14.7411305928033,16.4266697941187
