"","mu","sigma","nu","tau","x","X3","X10","X25","X50","X75","X90","X97"
"1",11.700338374344,0.168081057716897,0.992007956901668,5.82355505543024,8,7.15324847595108,8.86842316369459,10.2899725124078,11.7017244608059,13.1157747859217,14.5456815506166,16.2880101724633
"2",11.80028257427,0.167864478218286,0.881030180840521,6.14121106778254,8.25252525252525,7.36882320148603,9.00284563590804,10.3926247122807,11.8008809026478,13.2298621067239,14.6830367409497,16.4550785108603
"3",11.9009709372348,0.167648177627373,0.770052404897122,6.47619418314216,8.5050505050505,7.57917938345151,9.13708570408159,10.4964048055941,11.9011873491765,13.345374180277,14.8231313517511,16.6280654339745
"4",12.002297458862,0.16743215542133,0.65907462918922,6.82944953792354,8.75757575757576,7.78230382293711,9.27032500870596,10.600867422805,12.0023593468975,13.4620768503232,14.9657702965758,16.8068971505843
"5",12.1041523958002,0.167216411078636,0.548096853834563,7.20197382254198,9.01010101010101,7.97744904359955,9.40209505093253,10.7056915267774,12.1041652055243,13.5797671052661,15.1107879512256,16.9915531945725
"6",12.2064284023208,0.167000944086525,0.437119078931967,7.59481809361265,9.26262626262626,8.16477629321928,9.53221279498482,10.8106718156406,12.2064300626082,13.6982800298439,15.2580561071599,17.1820770550191
"7",12.3090366566021,0.166785753959911,0.326141304513085,8.00909073975186,9.51515151515152,8.34493340253784,9.66068334620628,10.9156964668843,12.3090367599623,13.8174977696167,15.4074967864732,17.3785942072384
"8",12.4118903689484,0.166570840220673,0.215163530594676,8.44596060859301,9.76767676767677,8.51869456186669,9.78758397879484,11.0206928033506,12.4118903706729,13.9373187326918,15.5590515899276,17.581282398574
"9",12.5148999612071,0.166356202391779,0.104185757193481,8.90666030454284,10.020202020202,8.68677154789322,9.91299780848175,11.1255966329472,12.5148999612083,14.0576431533102,15.7126682524628,17.7903615638546
"10",12.6179400400788,0.16614183998617,-0.00679201572006171,9.39248966667493,10.2727272727273,8.84974128683909,10.0369655821875,11.2303124786311,12.6179400400788,14.1783321602216,15.8682561246604,18.0060486228745
"11",12.7207764163048,0.165927752482961,-0.117769788321415,9.90481943659076,10.5252525252525,9.00800192590457,10.1594245058235,11.3346463679388,12.7207764163045,14.2991248368839,16.0255934996095,18.2284574867434
"12",12.823146870586,0.165713939355723,-0.22874756081471,10.4450951255522,10.7777777777778,9.16184488378146,10.2802732136574,11.4383773199766,12.8231468704944,14.4197287179764,16.18442861331,18.4577192885427
"13",12.9247813445033,0.165500400079381,-0.339725333404075,11.0148410928287,11.030303030303,9.31148376924748,10.3993896515968,11.5412754007109,12.9247813419806,14.5398423913423,16.3445051392739,18.6940191787273
"14",13.025405771626,0.165287134131661,-0.450703106290468,11.6156648465974,11.2828282828283,9.4570690726491,10.516635827435,11.64310525626,13.0254057442057,14.6591597083409,16.5055671940035,18.9376116311961
"15",13.1247491421232,0.165074140995699,-0.561680879665967,12.2492615794321,11.5353535353535,9.59870292860881,10.6318649722673,11.7436325198124,13.1247489619022,14.7773775223283,16.6673682181517,19.1888416158555
"16",13.2225354142242,0.16486142015665,-0.672658653721104,12.9174189512335,11.7878787878788,9.73644103826114,10.7449162353874,11.8426165972671,13.2225345526905,14.8941860317351,16.8296597397729,19.4481426390499
"17",13.3184821939029,0.164648971101111,-0.783636428646329,13.6220221330372,12.040404040404,9.87029783391865,10.8556144881427,11.9398093066205,13.3184789018595,15.0092659349643,16.9921863108211,19.7160378814476
