"","mu","sigma","nu","tau","x","X3","X10","X25","X50","X75","X90","X97"
"1",8.92452095178875,0.142245614154018,-0.94805554821491,50.3788725878939,5,6.99688640766346,7.5276915915312,8.13630632482462,8.92452095075726,9.87652370257925,10.933938058069,12.251663133608
"2",9.08767754358959,0.145569565260391,-0.924594238650978,50.2327755672434,5.28282828282828,7.0839290297398,7.63463655342605,8.26708949603166,9.08767754255248,10.0808547125385,11.1864205001092,12.5673526915279
"3",9.2540470181249,0.148935363462325,-0.901132929095195,50.0871022233129,5.56565656565657,7.17152487201209,7.74280113968163,8.3999209695959,9.25404701710668,10.2899245849432,11.4454655068097,12.8920296118304
"4",9.4239308480045,0.152305702058177,-0.877671619555709,49.9418513277704,5.84848484848485,7.26024552753486,7.85270433760715,8.53523945480882,9.42393084703579,10.5038163394398,11.7108422157548,13.2249612260768
"5",9.59764562898923,0.155640512074703,-0.854210310040701,49.7970216558415,6.13131313131313,7.35072017954575,7.96491601603571,8.67352230572528,9.5976456281031,10.722587445927,11.982232411847,13.5652247947546
"6",9.7754271625619,0.158911752072938,-0.830749000559262,49.6526119862528,6.41414141414141,7.44339742884416,8.07984828727594,8.81511972485746,9.77542716178669,10.9462802332401,12.2593875784847,13.9120901089452
"7",9.95741221260965,0.162106602749306,-0.807287691121483,49.5086211012183,6.6969696969697,7.5384890552799,8.19770627870437,8.96021674573113,9.95741221196291,11.1749358196124,12.5421897619545,14.265156285541
"8",10.1437370339175,0.165212727475454,-0.783826381737505,49.3650477864792,6.97979797979798,7.63620871153412,8.31869723878999,9.10899997211429,10.1437370334045,11.4085903237439,12.8305088334056,14.623999134185
"9",10.3345536813233,0.168218316993921,-0.760365072417394,49.2218908313001,7.26262626262626,7.73678431862745,8.44304392343457,9.26167216136206,10.3345536809376,11.6472936915921,13.1242249573807,14.9881999560357
"10",10.5300743229992,0.171115484454929,-0.736903763170843,49.0791490284759,7.54545454545454,7.84045021416833,8.57098841313097,9.41847191710145,10.5300743227252,11.8911900390757,13.4233573010742,15.3575472767384
"11",10.7305386673644,0.173897786713021,-0.713442454007429,48.9368211743066,7.82828282828283,7.94744974169018,8.70278657782564,9.57965736634978,10.7305386671811,12.1404621464735,13.7279790174642,15.731909438564
"12",10.936189998724,0.176558894922855,-0.689981144936631,48.7949060685842,8.11111111111111,8.0580332849295,8.83870101122386,9.74549233367587,10.9361899986089,12.3952933010126,14.0381610323435,16.1111528356614
"13",11.1469199021878,0.179086348163379,-0.666519835963961,48.6534025147186,8.3939393939394,8.17227856162279,8.9787785514587,9.91596956145264,11.1469199021203,12.6554052800477,14.3533767407621,16.4943598364133
"14",11.3621135327464,0.181459044683788,-0.643058527089685,48.5123093197711,8.67676767676768,8.29002512005222,9.12276318681034,10.0906959899564,11.3621135327097,12.9198495442304,14.6722267074822,16.879462724405
