1:ItNr	2:Metric	3a:Time	3b:StepSize	4:||Gradient||	Time[ms]
72	-0.500746	28.267895	3.395817	0.024903	2.1
73	-0.506636	29.266460	3.328357	0.028006	2.2
74	-0.517017	28.716723	3.365160	0.013118	2.1
75	-0.501430	28.234813	3.398098	0.013994	2.1
76	-0.533098	29.219778	3.331451	0.015780	2.1
77	-0.517777	29.658516	3.302598	0.018175	2.1
78	-0.500169	29.761006	3.295930	0.014611	2.1
79	-0.495195	30.219919	3.266400	0.015391	2.1
80	-0.497404	29.950128	3.283696	0.025971	2.1
81	-0.511516	29.305471	3.325776	0.014952	2.1
82	-0.499080	30.305467	3.260953	0.023021	2.1
83	-0.505130	30.459599	3.251186	0.017973	2.1
84	-0.491160	29.810446	3.292723	0.010384	2.2
85	-0.482445	29.985799	3.281399	0.013827	2.1
86	-0.506928	30.520226	3.247360	0.015428	2.1
87	-0.505199	29.976658	3.281987	0.021262	2.1
88	-0.511212	29.332950	3.323960	0.023570	2.2
89	-0.541435	30.332943	3.259208	0.017747	2.1
90	-0.497397	29.715125	3.298912	0.011704	2.1
91	-0.508528	30.491187	3.249192	0.015247	2.2
92	-0.506717	31.407355	3.192390	0.018046	2.2
93	-0.496419	31.396513	3.193051	0.014264	2.2
94	-0.549054	30.769104	3.231749	0.015337	2.3
95	-0.514683	30.151577	3.270764	0.014679	2.2
96	-0.502320	30.638903	3.239897	0.011232	2.2
97	-0.518043	30.826553	3.228166	0.012819	2.1
98	-0.511732	31.732590	3.172701	0.014779	2.2
99	-0.497329	31.342518	3.196345	0.012367	2.1
100	-0.500880	32.309574	3.138362	0.020819	2.1
101	-0.493388	33.303821	3.080902	0.015660	2.1
102	-0.510834	32.685392	3.116392	0.020408	2.1
103	-0.495848	33.685239	3.059413	0.010768	2.1
104	-0.521265	33.089965	3.093083	0.016770	2.1
105	-0.515598	33.146722	3.089840	0.023708	2.1
106	-0.508628	33.112374	3.091802	0.016360	2.1
107	-0.489627	32.463151	3.129347	0.014556	2.1
108	-0.493915	33.377420	3.076732	0.013827	2.1
109	-0.508554	32.728809	3.113874	0.009212	2.1
110	-0.508079	33.680478	3.059679	0.019072	2.1
111	-0.510095	33.034179	3.096276	0.012896	2.0
112	-0.500673	32.388915	3.133698	0.014908	2.1
113	-0.516740	31.744336	3.171994	0.011374	2.1
114	-0.491572	31.116932	3.210180	0.019426	2.1
115	-0.529047	32.108161	3.150264	0.011614	2.1
116	-0.496011	32.047730	3.153853	0.012592	2.1
117	-0.494744	31.460596	3.189150	0.011778	2.1
118	-0.507325	32.433540	3.131081	0.013614	2.1
119	-0.490150	31.852092	3.165527	0.029489	2.1
120	-0.517730	32.851720	3.106767	0.022326	2.1
121	-0.509186	33.673694	3.060059	0.011654	2.2
122	-0.508221	33.827626	3.051468	0.017445	2.1
123	-0.497206	34.799131	2.998339	0.008704	2.3
124	-0.515898	35.370259	2.967961	0.025327	2.2
125	-0.512912	36.332834	2.918131	0.005209	2.1
126	-0.494549	36.488117	2.910249	0.013895	2.1
127	-0.529601	36.884907	2.890300	0.024063	2.1
128	-0.516361	36.235826	2.923077	0.021803	2.0
129	-0.523816	37.228848	2.873228	0.011997	2.1
130	-0.513538	36.579962	2.905607	0.016894	1.9
131	-0.543640	37.559563	2.857001	0.024756	2.1
132	-0.523686	36.914695	2.888813	0.017109	2.0
133	-0.529407	36.426728	2.913360	0.018557	2.0
134	-0.493547	35.778403	2.946626	0.021629	2.0
135	-0.524146	36.778401	2.895628	0.023583	2.0
136	-0.521596	37.762093	2.847154	0.020423	2.0
137	-0.516093	38.490628	2.812287	0.020678	2.0
138	-0.524471	37.866284	2.842115	0.006677	2.0
139	-0.511460	37.310291	2.869215	0.016619	2.0
140	-0.503578	37.805750	2.845040	0.012424	2.0
141	-0.524176	38.262852	2.823096	0.014447	2.0
142	-0.523957	37.619677	2.854071	0.023313	2.1
143	-0.508041	37.004710	2.884330	0.015681	2.1
144	-0.514192	37.996297	2.835851	0.010439	2.0
145	-0.522560	37.363483	2.866600	0.023093	1.9
146	-0.514667	37.819069	2.844396	0.017804	2.0
147	-0.505414	38.819060	2.796847	0.008557	1.9
148	-0.529567	38.607954	2.806752	0.017133	1.9
149	-0.518073	39.080068	2.784696	0.022831	2.0
150	-0.502960	40.079828	2.739116	0.017602	2.0
151	-0.516698	39.597201	2.760932	0.021647	1.9
152	-0.540115	38.947987	2.790832	0.023039	2.0
153	-0.514549	38.298913	2.821379	0.025867	2.1
154	-0.531365	37.651177	2.852538	0.020184	2.1
155	-0.532696	38.646324	2.804946	0.017945	2.0
156	-0.518194	37.997324	2.835802	0.014221	2.1
157	-0.513379	38.878295	2.794080	0.012159	1.9
158	-0.510602	38.481174	2.812734	0.027389	2.0
159	-0.515771	39.476316	2.766450	0.024313	2.0
160	-0.485485	38.885117	2.793761	0.017994	2.1
161	-0.508142	38.235899	2.824381	0.022507	2.0
162	-0.497699	39.235402	2.777515	0.029338	2.0
163	-0.502770	40.235402	2.732157	0.007506	1.9
164	-0.512658	40.022299	2.741698	0.008610	2.3
165	-0.521379	40.211188	2.733238	0.015506	2.2
166	-0.491831	40.070882	2.739517	0.004668	1.8
167	-0.515656	39.977946	2.743693	0.013518	1.9
168	-0.511669	39.890275	2.747643	0.020041	1.9
169	-0.505987	39.894590	2.747448	0.011689	1.8
170	-0.512065	40.682365	2.712359	0.025527	1.9
171	-0.505323	41.677126	2.669311	0.022500	1.8
172	-0.530614	42.677099	2.627393	0.016966	1.9
173	-0.502080	43.582012	2.590578	0.017340	1.9
174	-0.492251	43.527317	2.592774	0.015205	1.8
175	-0.524158	43.594585	2.590074	0.014645	1.9
176	-0.512826	44.574740	2.551359	0.007529	1.9
177	-0.497459	44.023649	2.572983	0.014321	1.8
178	-0.515840	44.954035	2.536687	0.011843	1.8
179	-0.527926	45.115548	2.530490	0.006820	1.9
180	-0.506282	45.948064	2.499023	0.017873	2.1
181	-0.483342	46.475324	2.479495	0.018967	1.9
182	-0.506610	47.464711	2.443664	0.007267	2.0
183	-0.478892	48.135401	2.419958	0.014417	2.0
184	-0.497902	47.626500	2.437903	0.012136	2.1
185	-0.517459	47.079177	2.457502	0.013646	3.0
186	-0.507164	46.467492	2.479783	0.014322	1.8
187	-0.512842	47.465137	2.443649	0.014450	1.9
188	-0.486915	47.922280	2.427440	0.013815	1.8
189	-0.510890	47.329347	2.448505	0.005634	2.3
190	-0.537328	47.816533	2.431171	0.017179	2.4
191	-0.520856	48.143487	2.419675	0.021659	1.8
192	-0.517924	47.505175	2.442220	0.040120	2.3
193	-0.506891	48.505175	2.407083	0.013730	3.1
194	-0.495605	49.019811	2.389391	0.013202	1.8
195	-0.518321	50.005610	2.356219	0.017254	1.8
196	-0.531278	49.389729	2.376834	0.017553	1.7
197	-0.536645	49.202982	2.383157	0.017830	1.7
198	-0.490114	48.553811	2.405400	0.014077	1.7
199	-0.553010	49.189099	2.383628	0.022524	1.7
200	-0.507434	48.900774	2.393460	0.018608	1.7
201	-0.517252	49.900774	2.359702	0.017443	2.2
202	-0.507753	49.278018	2.380613	0.021503	1.6
203	-0.502923	48.986835	2.390517	0.007285	1.7
204	-0.504113	48.347274	2.412564	0.020526	12.1
205	-0.481660	48.448603	2.409044	0.018173	3.6
206	-0.493627	49.398640	2.376534	0.012797	3.5
207	-0.507623	50.367960	2.344256	0.014384	2.7
208	-0.508166	51.360987	2.312085	0.016419	12.3
209	-0.518971	52.360685	2.280578	0.018256	2.6
210	-0.519971	51.711503	2.300939	0.018995	6.6
211	-0.519501	52.711500	2.269724	0.019501	6.8
212	-0.498359	52.063107	2.289866	0.020645	4.5
213	-0.475725	53.063102	2.258948	0.008880	3.5
214	-0.491342	54.057518	2.229020	0.026213	3.1
215	-0.498455	53.436116	2.247628	0.007168	2.8
216	-0.501377	54.434274	2.217887	0.025350	2.7
217	-0.513959	53.815189	2.236240	0.025751	2.6
218	-0.486963	54.815010	2.206749	0.009609	2.7
219	-0.485530	55.599580	2.184147	0.011064	2.7
220	-0.490460	55.897441	2.175687	0.016601	2.7
221	-0.527282	55.257741	2.193938	0.017894	2.6
222	-0.523477	55.760018	2.179582	0.016963	2.5
223	-0.510320	55.175702	2.196300	0.009227	2.6
224	-0.499944	54.644305	2.211729	0.013088	2.5
225	-0.517636	54.583586	2.213506	0.007919	2.5
226	-0.516686	55.292797	2.192930	0.025606	2.6
227	-0.514106	54.644150	2.211734	0.015856	2.5
228	-0.530801	54.023239	2.230039	0.021693	2.5
229	-0.513874	55.013403	2.200990	0.025433	2.5
230	-0.507330	54.364180	2.219950	0.004137	2.7
231	-0.509798	54.015932	2.230256	0.014779	2.5
232	-0.511461	54.487319	2.216329	0.016342	2.7
233	-0.506849	55.469145	2.187872	0.018729	2.4
234	-0.500246	56.075124	2.170671	0.014624	2.3
235	-0.487728	55.717132	2.180800	0.016458	2.0
236	-0.509986	55.760472	2.179569	0.009817	2.0
237	-0.479410	56.748040	2.151884	0.008043	2.0
238	-0.490176	57.268353	2.137578	0.012832	1.9
239	-0.504608	58.061343	2.116138	0.018003	1.9
240	-0.505698	57.562644	2.129571	0.031042	1.9
241	-0.494455	56.913423	2.147316	0.015946	2.0
242	-0.507092	56.264316	2.165356	0.009623	1.9
243	-0.506584	55.622857	2.183483	0.007023	2.0
244	-0.500056	55.087741	2.198840	0.017355	1.9
245	-0.524423	54.672544	2.210904	0.010281	1.9
246	-0.540138	55.515272	2.186553	0.009803	1.9
247	-0.503691	55.473211	2.187756	0.018823	1.9
248	-0.480542	55.978485	2.173396	0.018783	1.9
249	-0.509669	56.978218	2.145532	0.015180	1.8
